chunk_size,overlap,model,query,rank,score,topic,chunk_id,text_preview
200,20,MPNet,Does overlap always improve retrieval precision?,2,0.4301225543022156,RAG,rag_02::c2,"ude retrieval quality,          context window limitations, and handling conflicting information from multiple sources.          Advanced RAG architectures may include query rewriting, multi-hop retri"
200,20,MPNet,Does overlap always improve retrieval precision?,3,0.4104580879211426,Chunking,chunking_01::c1,s (100-200 tokens) provide precise matches but may lose context.          Large chunks (500-1000 tokens) preserve context but may include irrelevant information.          Overlap between chunks helps
200,20,MPNet,Should I retrain my model or just add a search layer?,1,0.3242405652999878,RAG,rag_01::c4,he model needs access to up-to-date or domain-specific information that wasn't part of its training data.
200,20,MPNet,Should I retrain my model or just add a search layer?,2,0.2810242772102356,Embeddings,embeddings_01::c3,which is computationally efficient.          The choice of embedding model significantly impacts retrieval quality and should match the domain of your documents.
200,20,MPNet,Should I retrain my model or just add a search layer?,3,0.26689255237579346,Chunking,chunking_01::c1,s (100-200 tokens) provide precise matches but may lose context.          Large chunks (500-1000 tokens) preserve context but may include irrelevant information.          Overlap between chunks helps
200,20,MPNet,When is updating model weights better than external retrieval?,1,0.4176751971244812,RAG,rag_02::c0,The key advantage of RAG over fine-tuning is that the knowledge base can be updated without retraining the model.          This makes RAG cost-effective and flexible for enterprise applications.
200,20,MPNet,When is updating model weights better than external retrieval?,2,0.37876462936401367,Embeddings,embeddings_01::c3,which is computationally efficient.          The choice of embedding model significantly impacts retrieval quality and should match the domain of your documents.
200,20,MPNet,When is updating model weights better than external retrieval?,3,0.3714296817779541,RAG,rag_01::c4,he model needs access to up-to-date or domain-specific information that wasn't part of its training data.
200,20,MPNet,Can retrieval completely replace parameter updates for domain adaptation?,1,0.48080313205718994,RAG,rag_02::c2,"ude retrieval quality,          context window limitations, and handling conflicting information from multiple sources.          Advanced RAG architectures may include query rewriting, multi-hop retri"
200,20,MPNet,Can retrieval completely replace parameter updates for domain adaptation?,2,0.43725281953811646,RAG,rag_01::c3,"retrieving relevant passages given a query, and generating a response using the retrieved context.          RAG is particularly useful for knowledge-intensive tasks where the model needs acces"
200,20,MPNet,Can retrieval completely replace parameter updates for domain adaptation?,3,0.41131311655044556,RAG,rag_01::c4,he model needs access to up-to-date or domain-specific information that wasn't part of its training data.
200,20,MPNet,What happens if my chunks are too small to contain a complete answer?,1,0.41576144099235535,Chunking,chunking_01::c0,Chunking is the process of splitting documents into smaller pieces for indexing and retrieval.          The chunk size significantly impacts retrieval quality.          Small chunks (100-200 tokens) p
200,20,MPNet,What happens if my chunks are too small to contain a complete answer?,2,0.379844069480896,Chunking,chunking_01::c2,"etween chunks helps maintain continuity across chunk boundaries.          Common chunking strategies include fixed-size chunking, sentence-based splitting, and semantic chunking based on topic boundar"
200,20,MPNet,What happens if my chunks are too small to contain a complete answer?,3,0.36781561374664307,Chunking,chunking_02::c3,all chunks for precise retrieval and their parent documents for expanded context.
200,20,MPNet,Does splitting documents always improve search precision?,1,0.5884323716163635,Chunking,chunking_02::c2,"For structured documents like code or markdown, specialized splitters that respect syntax boundaries produce better results.          Parent-child chunking stores both small chunks for preci"
200,20,MPNet,Does splitting documents always improve search precision?,2,0.5180772542953491,Chunking,chunking_02::c3,all chunks for precise retrieval and their parent documents for expanded context.
200,20,MPNet,Does splitting documents always improve search precision?,3,0.48765289783477783,Chunking,chunking_01::c0,Chunking is the process of splitting documents into smaller pieces for indexing and retrieval.          The chunk size significantly impacts retrieval quality.          Small chunks (100-200 tokens) p
200,20,MPNet,How do I handle tables and code blocks when segmenting documents?,1,0.5766381025314331,Chunking,chunking_02::c2,"For structured documents like code or markdown, specialized splitters that respect syntax boundaries produce better results.          Parent-child chunking stores both small chunks for preci"
200,20,MPNet,How do I handle tables and code blocks when segmenting documents?,2,0.49172133207321167,Chunking,chunking_02::c3,all chunks for precise retrieval and their parent documents for expanded context.
200,20,MPNet,How do I handle tables and code blocks when segmenting documents?,3,0.4431813955307007,Chunking,chunking_01::c0,Chunking is the process of splitting documents into smaller pieces for indexing and retrieval.          The chunk size significantly impacts retrieval quality.          Small chunks (100-200 tokens) p
200,20,MPNet,Is generating a fake answer before search the same as fine-tuning?,1,0.3866581320762634,HyDE,hyde_01::c3,nology than the indexed documents.            The technique adds latency due to the generation step but often significantly improves retrieval accuracy.
200,20,MPNet,Is generating a fake answer before search the same as fine-tuning?,2,0.3322688341140747,RAG,rag_02::c0,The key advantage of RAG over fine-tuning is that the knowledge base can be updated without retraining the model.          This makes RAG cost-effective and flexible for enterprise applications.
200,20,MPNet,Is generating a fake answer before search the same as fine-tuning?,3,0.2968863248825073,Evaluation,evaluation_01::c3,"mpleteness, relevance to the query, and proper attribution of sources.          A/B testing with real users provides the most reliable quality signal."
200,20,MPNet,Why would I want the LLM to hallucinate before retrieval?,1,0.4596015512943268,RAG,rag_01::c1,"rameters,          RAG systems retrieve relevant documents from an external knowledge base and use them as context for generating responses.          This approach reduces hallucinations by grounding"
200,20,MPNet,Why would I want the LLM to hallucinate before retrieval?,2,0.24313601851463318,Evaluation,evaluation_01::c2,"e faithfulness and relevance scores. End-to-end evaluation often uses human judgment or LLM-as-judge approaches.          Important aspects to evaluate include factual accuracy, completeness, relevanc"
200,20,MPNet,Why would I want the LLM to hallucinate before retrieval?,3,0.17512814700603485,HyDE,hyde_01::c1,"ead of embedding the query directly, HyDE uses an LLM to generate a hypothetical document that would answer the query,           then embeds this generated document for retrieval.            This brid"
200,20,MPNet,Does HyDE work when the query uses jargon the LLM doesn't know?,1,0.6733217239379883,HyDE,hyde_01::c2,This bridges the semantic gap between short queries and longer document passages.            HyDE is particularly effective when queries are vague or use different terminology than the inde
200,20,MPNet,Does HyDE work when the query uses jargon the LLM doesn't know?,2,0.6569033265113831,HyDE,hyde_01::c1,"ead of embedding the query directly, HyDE uses an LLM to generate a hypothetical document that would answer the query,           then embeds this generated document for retrieval.            This brid"
200,20,MPNet,Does HyDE work when the query uses jargon the LLM doesn't know?,3,0.45331019163131714,HyDE,hyde_01::c0,HyDE (Hypothetical Document Embeddings) is an advanced retrieval technique that improves search quality          by generating a hypothetical answer before retrieval.          Instead of embedding the
200,20,MPNet,Why do two semantically similar sentences sometimes have low cosine scores?,1,0.3029744625091553,RAG,rag_02::c3,"ing, multi-hop retrieval, and fusion techniques to improve answer quality."
200,20,MPNet,Why do two semantically similar sentences sometimes have low cosine scores?,2,0.2832590937614441,Evaluation,evaluation_01::c2,"e faithfulness and relevance scores. End-to-end evaluation often uses human judgment or LLM-as-judge approaches.          Important aspects to evaluate include factual accuracy, completeness, relevanc"
200,20,MPNet,Why do two semantically similar sentences sometimes have low cosine scores?,3,0.2565110921859741,Chunking,chunking_01::c1,s (100-200 tokens) provide precise matches but may lose context.          Large chunks (500-1000 tokens) preserve context but may include irrelevant information.          Overlap between chunks helps
200,20,MPNet,Can inner product and cosine similarity give different ranking results?,1,0.3732629120349884,VectorDB,vectordb_01::c0,Vector databases store embeddings and enable fast similarity search at scale.          FAISS (Facebook AI Similarity Search) is a popular open-source library for efficient similarity search.
200,20,MPNet,Can inner product and cosine similarity give different ranking results?,2,0.3625125288963318,Embeddings,embeddings_01::c2,"d BGE models.          The embedding dimension affects storage requirements and search speed.          Normalized embeddings allow using inner product as a similarity metric,          which is computa"
200,20,MPNet,Can inner product and cosine similarity give different ranking results?,3,0.36054283380508423,VectorDB,vectordb_01::c3,matic scaling.          The choice between exact and approximate nearest neighbor search depends on the dataset size and latency requirements.
500,50,MiniLM,Explain retrieval augmented generation in simple terms,1,0.7066153287887573,RAG,rag_01::c0,"Retrieval-Augmented Generation (RAG) is a technique that combines information retrieval with text generation.          Instead of relying solely on the knowledge stored in model parameters,          R"
500,50,MiniLM,Explain retrieval augmented generation in simple terms,2,0.4878934621810913,HyDE,hyde_01::c0,HyDE (Hypothetical Document Embeddings) is an advanced retrieval technique that improves search quality          by generating a hypothetical answer before retrieval.          Instead of embedding the
500,50,MiniLM,Explain retrieval augmented generation in simple terms,3,0.4878656268119812,RAG,rag_02::c1,"mation from multiple sources.          Advanced RAG architectures may include query rewriting, multi-hop retrieval, and fusion techniques to improve answer quality."
500,50,MiniLM,How does retrieval reduce hallucinations?,1,0.3593703508377075,RAG,rag_01::c0,"Retrieval-Augmented Generation (RAG) is a technique that combines information retrieval with text generation.          Instead of relying solely on the knowledge stored in model parameters,          R"
500,50,MiniLM,How does retrieval reduce hallucinations?,2,0.2155367136001587,HyDE,hyde_01::c1,s.            HyDE is particularly effective when queries are vague or use different terminology than the indexed documents.            The technique adds latency due to the generation step but often 
500,50,MiniLM,How does retrieval reduce hallucinations?,3,0.2054629623889923,RAG,rag_01::c1,"ical RAG pipeline consists of three stages: indexing documents into a searchable format,          retrieving relevant passages given a query, and generating a response using the retrieved context.    "
500,50,MiniLM,What is the advantage of RAG over fine-tuning?,1,0.5888254642486572,RAG,rag_02::c0,The key advantage of RAG over fine-tuning is that the knowledge base can be updated without retraining the model.          This makes RAG cost-effective and flexible for enterprise applications.      
500,50,MiniLM,What is the advantage of RAG over fine-tuning?,2,0.520201563835144,Evaluation,evaluation_01::c0,"Evaluating RAG systems requires measuring both retrieval quality and generation quality.          Retrieval metrics include Hit@K (whether relevant documents appear in top K results),          Mean Re"
500,50,MiniLM,What is the advantage of RAG over fine-tuning?,3,0.43268102407455444,RAG,rag_01::c1,"ical RAG pipeline consists of three stages: indexing documents into a searchable format,          retrieving relevant passages given a query, and generating a response using the retrieved context.    "
500,50,MiniLM,What is chunking and why do we use overlap?,1,0.6851403713226318,Chunking,chunking_01::c0,Chunking is the process of splitting documents into smaller pieces for indexing and retrieval.          The chunk size significantly impacts retrieval quality.          Small chunks (100-200 tokens) p
500,50,MiniLM,What is chunking and why do we use overlap?,2,0.6199502944946289,Chunking,chunking_02::c0,Recursive character text splitting is a popular chunking method that tries to split on natural boundaries like paragraphs and sentences before falling back to character-level splits.          This pre
500,50,MiniLM,What is chunking and why do we use overlap?,3,0.48799431324005127,Chunking,chunking_01::c1,"strategies include fixed-size chunking, sentence-based splitting, and semantic chunking based on topic boundaries.          The optimal chunk size depends on the embedding model's context window, the "
500,50,MiniLM,How does chunk size affect retrieval quality?,1,0.7119191288948059,Chunking,chunking_01::c0,Chunking is the process of splitting documents into smaller pieces for indexing and retrieval.          The chunk size significantly impacts retrieval quality.          Small chunks (100-200 tokens) p
500,50,MiniLM,How does chunk size affect retrieval quality?,2,0.4995659589767456,Chunking,chunking_01::c1,"strategies include fixed-size chunking, sentence-based splitting, and semantic chunking based on topic boundaries.          The optimal chunk size depends on the embedding model's context window, the "
500,50,MiniLM,How does chunk size affect retrieval quality?,3,0.48160380125045776,Chunking,chunking_02::c1,ct syntax boundaries produce better results.          Parent-child chunking stores both small chunks for precise retrieval and their parent documents for expanded context.
500,50,MiniLM,What is recursive character text splitting?,1,0.8179610371589661,Chunking,chunking_02::c0,Recursive character text splitting is a popular chunking method that tries to split on natural boundaries like paragraphs and sentences before falling back to character-level splits.          This pre
500,50,MiniLM,What is recursive character text splitting?,2,0.4646802246570587,Chunking,chunking_02::c1,ct syntax boundaries produce better results.          Parent-child chunking stores both small chunks for precise retrieval and their parent documents for expanded context.
500,50,MiniLM,What is recursive character text splitting?,3,0.41553163528442383,Chunking,chunking_01::c0,Chunking is the process of splitting documents into smaller pieces for indexing and retrieval.          The chunk size significantly impacts retrieval quality.          Small chunks (100-200 tokens) p
500,50,MiniLM,What are text embeddings and how do they work?,1,0.5888437032699585,Embeddings,embeddings_01::c0,"Text embeddings are dense vector representations that capture semantic meaning.          In RAG systems, both documents and queries are converted to embeddings,          and similarity search finds th"
500,50,MiniLM,What are text embeddings and how do they work?,2,0.4864896535873413,Embeddings,embeddings_01::c1,"ed.          Normalized embeddings allow using inner product as a similarity metric,          which is computationally efficient.          The choice of embedding model significantly impacts retrieval"
500,50,MiniLM,What are text embeddings and how do they work?,3,0.43400412797927856,HyDE,hyde_01::c0,HyDE (Hypothetical Document Embeddings) is an advanced retrieval technique that improves search quality          by generating a hypothetical answer before retrieval.          Instead of embedding the
500,50,MiniLM,Which embedding models are popular for RAG?,1,0.5581165552139282,Embeddings,embeddings_01::c0,"Text embeddings are dense vector representations that capture semantic meaning.          In RAG systems, both documents and queries are converted to embeddings,          and similarity search finds th"
500,50,MiniLM,Which embedding models are popular for RAG?,2,0.538268506526947,RAG,rag_02::c1,"mation from multiple sources.          Advanced RAG architectures may include query rewriting, multi-hop retrieval, and fusion techniques to improve answer quality."
500,50,MiniLM,Which embedding models are popular for RAG?,3,0.4865465760231018,RAG,rag_01::c1,"ical RAG pipeline consists of three stages: indexing documents into a searchable format,          retrieving relevant passages given a query, and generating a response using the retrieved context.    "
500,50,MiniLM,What is FAISS and how does it work?,1,0.2543308138847351,VectorDB,vectordb_01::c0,Vector databases store embeddings and enable fast similarity search at scale.          FAISS (Facebook AI Similarity Search) is a popular open-source library for efficient similarity search.          
500,50,MiniLM,What is FAISS and how does it work?,2,0.16338488459587097,RAG,rag_01::c1,"ical RAG pipeline consists of three stages: indexing documents into a searchable format,          retrieving relevant passages given a query, and generating a response using the retrieved context.    "
500,50,MiniLM,What is FAISS and how does it work?,3,0.15393634140491486,Chunking,chunking_02::c0,Recursive character text splitting is a popular chunking method that tries to split on natural boundaries like paragraphs and sentences before falling back to character-level splits.          This pre
500,50,MiniLM,What are the different FAISS index types?,1,0.3831672668457031,VectorDB,vectordb_01::c0,Vector databases store embeddings and enable fast similarity search at scale.          FAISS (Facebook AI Similarity Search) is a popular open-source library for efficient similarity search.          
500,50,MiniLM,What are the different FAISS index types?,2,0.2995721697807312,HyDE,hyde_01::c1,s.            HyDE is particularly effective when queries are vague or use different terminology than the indexed documents.            The technique adds latency due to the generation step but often 
500,50,MiniLM,What are the different FAISS index types?,3,0.28312909603118896,VectorDB,vectordb_01::c1,"te, Milvus, and Qdrant provide additional features like filtering, hybrid search, and automatic scaling.          The choice between exact and approximate nearest neighbor search depends on the datase"
500,50,MiniLM,What is HyDE in retrieval?,1,0.6214565634727478,HyDE,hyde_01::c0,HyDE (Hypothetical Document Embeddings) is an advanced retrieval technique that improves search quality          by generating a hypothetical answer before retrieval.          Instead of embedding the
500,50,MiniLM,What is HyDE in retrieval?,2,0.49948325753211975,HyDE,hyde_01::c1,s.            HyDE is particularly effective when queries are vague or use different terminology than the indexed documents.            The technique adds latency due to the generation step but often 
500,50,MiniLM,What is HyDE in retrieval?,3,0.28026747703552246,RAG,rag_01::c0,"Retrieval-Augmented Generation (RAG) is a technique that combines information retrieval with text generation.          Instead of relying solely on the knowledge stored in model parameters,          R"
500,50,MiniLM,How does hypothetical document embedding improve search?,1,0.6379768252372742,Embeddings,embeddings_01::c1,"ed.          Normalized embeddings allow using inner product as a similarity metric,          which is computationally efficient.          The choice of embedding model significantly impacts retrieval"
500,50,MiniLM,How does hypothetical document embedding improve search?,2,0.5899155139923096,Embeddings,embeddings_01::c0,"Text embeddings are dense vector representations that capture semantic meaning.          In RAG systems, both documents and queries are converted to embeddings,          and similarity search finds th"
500,50,MiniLM,How does hypothetical document embedding improve search?,3,0.5823565721511841,HyDE,hyde_01::c0,HyDE (Hypothetical Document Embeddings) is an advanced retrieval technique that improves search quality          by generating a hypothetical answer before retrieval.          Instead of embedding the
500,50,MiniLM,How do we evaluate retrieval quality?,1,0.6580579280853271,Evaluation,evaluation_01::c0,"Evaluating RAG systems requires measuring both retrieval quality and generation quality.          Retrieval metrics include Hit@K (whether relevant documents appear in top K results),          Mean Re"
500,50,MiniLM,How do we evaluate retrieval quality?,2,0.5863640308380127,Evaluation,evaluation_01::c1,"M-as-judge approaches.          Important aspects to evaluate include factual accuracy, completeness, relevance to the query, and proper attribution of sources.          A/B testing with real users pr"
500,50,MiniLM,How do we evaluate retrieval quality?,3,0.47957539558410645,HyDE,hyde_01::c1,s.            HyDE is particularly effective when queries are vague or use different terminology than the indexed documents.            The technique adds latency due to the generation step but often 
500,50,MiniLM,What is Mean Reciprocal Rank (MRR)?,1,0.35605156421661377,Evaluation,evaluation_01::c0,"Evaluating RAG systems requires measuring both retrieval quality and generation quality.          Retrieval metrics include Hit@K (whether relevant documents appear in top K results),          Mean Re"
500,50,MiniLM,What is Mean Reciprocal Rank (MRR)?,2,0.23497840762138367,HyDE,hyde_01::c0,HyDE (Hypothetical Document Embeddings) is an advanced retrieval technique that improves search quality          by generating a hypothetical answer before retrieval.          Instead of embedding the
500,50,MiniLM,What is Mean Reciprocal Rank (MRR)?,3,0.2296631932258606,VectorDB,vectordb_01::c1,"te, Milvus, and Qdrant provide additional features like filtering, hybrid search, and automatic scaling.          The choice between exact and approximate nearest neighbor search depends on the datase"
500,50,MiniLM,Why does adding retrieved context help LLM answers stay accurate?,1,0.403576135635376,RAG,rag_01::c0,"Retrieval-Augmented Generation (RAG) is a technique that combines information retrieval with text generation.          Instead of relying solely on the knowledge stored in model parameters,          R"
500,50,MiniLM,Why does adding retrieved context help LLM answers stay accurate?,2,0.3980678617954254,RAG,rag_02::c0,The key advantage of RAG over fine-tuning is that the knowledge base can be updated without retraining the model.          This makes RAG cost-effective and flexible for enterprise applications.      
500,50,MiniLM,Why does adding retrieved context help LLM answers stay accurate?,3,0.37664586305618286,RAG,rag_02::c1,"mation from multiple sources.          Advanced RAG architectures may include query rewriting, multi-hop retrieval, and fusion techniques to improve answer quality."
500,50,MiniLM,Does overlap always improve retrieval precision?,1,0.4285014867782593,HyDE,hyde_01::c1,s.            HyDE is particularly effective when queries are vague or use different terminology than the indexed documents.            The technique adds latency due to the generation step but often 
500,50,MiniLM,Does overlap always improve retrieval precision?,2,0.38049042224884033,Chunking,chunking_01::c0,Chunking is the process of splitting documents into smaller pieces for indexing and retrieval.          The chunk size significantly impacts retrieval quality.          Small chunks (100-200 tokens) p
500,50,MiniLM,Does overlap always improve retrieval precision?,3,0.3719854950904846,RAG,rag_02::c0,The key advantage of RAG over fine-tuning is that the knowledge base can be updated without retraining the model.          This makes RAG cost-effective and flexible for enterprise applications.      
500,50,MiniLM,Should I retrain my model or just add a search layer?,1,0.30377882719039917,RAG,rag_01::c0,"Retrieval-Augmented Generation (RAG) is a technique that combines information retrieval with text generation.          Instead of relying solely on the knowledge stored in model parameters,          R"
500,50,MiniLM,Should I retrain my model or just add a search layer?,2,0.25610220432281494,RAG,rag_02::c0,The key advantage of RAG over fine-tuning is that the knowledge base can be updated without retraining the model.          This makes RAG cost-effective and flexible for enterprise applications.      
500,50,MiniLM,Should I retrain my model or just add a search layer?,3,0.2347683310508728,HyDE,hyde_01::c1,s.            HyDE is particularly effective when queries are vague or use different terminology than the indexed documents.            The technique adds latency due to the generation step but often 
500,50,MiniLM,When is updating model weights better than external retrieval?,1,0.4002012014389038,RAG,rag_02::c0,The key advantage of RAG over fine-tuning is that the knowledge base can be updated without retraining the model.          This makes RAG cost-effective and flexible for enterprise applications.      
500,50,MiniLM,When is updating model weights better than external retrieval?,2,0.385092556476593,RAG,rag_01::c0,"Retrieval-Augmented Generation (RAG) is a technique that combines information retrieval with text generation.          Instead of relying solely on the knowledge stored in model parameters,          R"
500,50,MiniLM,When is updating model weights better than external retrieval?,3,0.34393951296806335,Embeddings,embeddings_01::c1,"ed.          Normalized embeddings allow using inner product as a similarity metric,          which is computationally efficient.          The choice of embedding model significantly impacts retrieval"
500,50,MiniLM,Can retrieval completely replace parameter updates for domain adaptation?,1,0.42459988594055176,RAG,rag_01::c0,"Retrieval-Augmented Generation (RAG) is a technique that combines information retrieval with text generation.          Instead of relying solely on the knowledge stored in model parameters,          R"
500,50,MiniLM,Can retrieval completely replace parameter updates for domain adaptation?,2,0.42267757654190063,RAG,rag_02::c0,The key advantage of RAG over fine-tuning is that the knowledge base can be updated without retraining the model.          This makes RAG cost-effective and flexible for enterprise applications.      
500,50,MiniLM,Can retrieval completely replace parameter updates for domain adaptation?,3,0.3940533995628357,HyDE,hyde_01::c1,s.            HyDE is particularly effective when queries are vague or use different terminology than the indexed documents.            The technique adds latency due to the generation step but often 
500,50,MiniLM,What happens if my chunks are too small to contain a complete answer?,1,0.5501379370689392,Chunking,chunking_01::c0,Chunking is the process of splitting documents into smaller pieces for indexing and retrieval.          The chunk size significantly impacts retrieval quality.          Small chunks (100-200 tokens) p
500,50,MiniLM,What happens if my chunks are too small to contain a complete answer?,2,0.4385325610637665,Chunking,chunking_01::c1,"strategies include fixed-size chunking, sentence-based splitting, and semantic chunking based on topic boundaries.          The optimal chunk size depends on the embedding model's context window, the "
500,50,MiniLM,What happens if my chunks are too small to contain a complete answer?,3,0.3936953544616699,Chunking,chunking_02::c0,Recursive character text splitting is a popular chunking method that tries to split on natural boundaries like paragraphs and sentences before falling back to character-level splits.          This pre
500,50,MiniLM,Does splitting documents always improve search precision?,1,0.5615909695625305,Chunking,chunking_01::c0,Chunking is the process of splitting documents into smaller pieces for indexing and retrieval.          The chunk size significantly impacts retrieval quality.          Small chunks (100-200 tokens) p
500,50,MiniLM,Does splitting documents always improve search precision?,2,0.5047054886817932,Chunking,chunking_01::c1,"strategies include fixed-size chunking, sentence-based splitting, and semantic chunking based on topic boundaries.          The optimal chunk size depends on the embedding model's context window, the "
500,50,MiniLM,Does splitting documents always improve search precision?,3,0.4982965886592865,Chunking,chunking_02::c0,Recursive character text splitting is a popular chunking method that tries to split on natural boundaries like paragraphs and sentences before falling back to character-level splits.          This pre
500,50,MiniLM,How do I handle tables and code blocks when segmenting documents?,1,0.3935978412628174,Chunking,chunking_01::c0,Chunking is the process of splitting documents into smaller pieces for indexing and retrieval.          The chunk size significantly impacts retrieval quality.          Small chunks (100-200 tokens) p
500,50,MiniLM,How do I handle tables and code blocks when segmenting documents?,2,0.39357316493988037,Chunking,chunking_01::c1,"strategies include fixed-size chunking, sentence-based splitting, and semantic chunking based on topic boundaries.          The optimal chunk size depends on the embedding model's context window, the "
500,50,MiniLM,How do I handle tables and code blocks when segmenting documents?,3,0.3783135414123535,Chunking,chunking_02::c0,Recursive character text splitting is a popular chunking method that tries to split on natural boundaries like paragraphs and sentences before falling back to character-level splits.          This pre
500,50,MiniLM,Is generating a fake answer before search the same as fine-tuning?,1,0.351459264755249,Evaluation,evaluation_01::c0,"Evaluating RAG systems requires measuring both retrieval quality and generation quality.          Retrieval metrics include Hit@K (whether relevant documents appear in top K results),          Mean Re"
500,50,MiniLM,Is generating a fake answer before search the same as fine-tuning?,2,0.3469655215740204,Evaluation,evaluation_01::c1,"M-as-judge approaches.          Important aspects to evaluate include factual accuracy, completeness, relevance to the query, and proper attribution of sources.          A/B testing with real users pr"
500,50,MiniLM,Is generating a fake answer before search the same as fine-tuning?,3,0.33156877756118774,HyDE,hyde_01::c1,s.            HyDE is particularly effective when queries are vague or use different terminology than the indexed documents.            The technique adds latency due to the generation step but often 
500,50,MiniLM,Why would I want the LLM to hallucinate before retrieval?,1,0.26270240545272827,RAG,rag_01::c0,"Retrieval-Augmented Generation (RAG) is a technique that combines information retrieval with text generation.          Instead of relying solely on the knowledge stored in model parameters,          R"
500,50,MiniLM,Why would I want the LLM to hallucinate before retrieval?,2,0.25026363134384155,Evaluation,evaluation_01::c0,"Evaluating RAG systems requires measuring both retrieval quality and generation quality.          Retrieval metrics include Hit@K (whether relevant documents appear in top K results),          Mean Re"
500,50,MiniLM,Why would I want the LLM to hallucinate before retrieval?,3,0.20496562123298645,HyDE,hyde_01::c0,HyDE (Hypothetical Document Embeddings) is an advanced retrieval technique that improves search quality          by generating a hypothetical answer before retrieval.          Instead of embedding the
500,50,MiniLM,Does HyDE work when the query uses jargon the LLM doesn't know?,1,0.65097975730896,HyDE,hyde_01::c0,HyDE (Hypothetical Document Embeddings) is an advanced retrieval technique that improves search quality          by generating a hypothetical answer before retrieval.          Instead of embedding the
500,50,MiniLM,Does HyDE work when the query uses jargon the LLM doesn't know?,2,0.5997811555862427,HyDE,hyde_01::c1,s.            HyDE is particularly effective when queries are vague or use different terminology than the indexed documents.            The technique adds latency due to the generation step but often 
500,50,MiniLM,Does HyDE work when the query uses jargon the LLM doesn't know?,3,0.2966725528240204,RAG,rag_02::c1,"mation from multiple sources.          Advanced RAG architectures may include query rewriting, multi-hop retrieval, and fusion techniques to improve answer quality."
500,50,MiniLM,Why do two semantically similar sentences sometimes have low cosine scores?,1,0.3142207860946655,Chunking,chunking_02::c1,ct syntax boundaries produce better results.          Parent-child chunking stores both small chunks for precise retrieval and their parent documents for expanded context.
500,50,MiniLM,Why do two semantically similar sentences sometimes have low cosine scores?,2,0.2771476209163666,Embeddings,embeddings_01::c0,"Text embeddings are dense vector representations that capture semantic meaning.          In RAG systems, both documents and queries are converted to embeddings,          and similarity search finds th"
500,50,MiniLM,Why do two semantically similar sentences sometimes have low cosine scores?,3,0.2599852979183197,Chunking,chunking_02::c0,Recursive character text splitting is a popular chunking method that tries to split on natural boundaries like paragraphs and sentences before falling back to character-level splits.          This pre
500,50,MiniLM,Can inner product and cosine similarity give different ranking results?,1,0.4653714895248413,Embeddings,embeddings_01::c1,"ed.          Normalized embeddings allow using inner product as a similarity metric,          which is computationally efficient.          The choice of embedding model significantly impacts retrieval"
500,50,MiniLM,Can inner product and cosine similarity give different ranking results?,2,0.37627679109573364,VectorDB,vectordb_01::c1,"te, Milvus, and Qdrant provide additional features like filtering, hybrid search, and automatic scaling.          The choice between exact and approximate nearest neighbor search depends on the datase"
500,50,MiniLM,Can inner product and cosine similarity give different ranking results?,3,0.3632270395755768,VectorDB,vectordb_01::c0,Vector databases store embeddings and enable fast similarity search at scale.          FAISS (Facebook AI Similarity Search) is a popular open-source library for efficient similarity search.          
500,50,MPNet,Explain retrieval augmented generation in simple terms,1,0.668979823589325,RAG,rag_01::c0,"Retrieval-Augmented Generation (RAG) is a technique that combines information retrieval with text generation.          Instead of relying solely on the knowledge stored in model parameters,          R"
500,50,MPNet,Explain retrieval augmented generation in simple terms,2,0.4941004812717438,HyDE,hyde_01::c1,s.            HyDE is particularly effective when queries are vague or use different terminology than the indexed documents.            The technique adds latency due to the generation step but often 
500,50,MPNet,Explain retrieval augmented generation in simple terms,3,0.47128310799598694,RAG,rag_02::c1,"mation from multiple sources.          Advanced RAG architectures may include query rewriting, multi-hop retrieval, and fusion techniques to improve answer quality."
500,50,MPNet,How does retrieval reduce hallucinations?,1,0.24066752195358276,RAG,rag_01::c0,"Retrieval-Augmented Generation (RAG) is a technique that combines information retrieval with text generation.          Instead of relying solely on the knowledge stored in model parameters,          R"
500,50,MPNet,How does retrieval reduce hallucinations?,2,0.18502222001552582,HyDE,hyde_01::c1,s.            HyDE is particularly effective when queries are vague or use different terminology than the indexed documents.            The technique adds latency due to the generation step but often 
500,50,MPNet,How does retrieval reduce hallucinations?,3,0.17268632352352142,RAG,rag_01::c1,"ical RAG pipeline consists of three stages: indexing documents into a searchable format,          retrieving relevant passages given a query, and generating a response using the retrieved context.    "
500,50,MPNet,What is the advantage of RAG over fine-tuning?,1,0.4614372253417969,RAG,rag_02::c0,The key advantage of RAG over fine-tuning is that the knowledge base can be updated without retraining the model.          This makes RAG cost-effective and flexible for enterprise applications.      
500,50,MPNet,What is the advantage of RAG over fine-tuning?,2,0.32777005434036255,RAG,rag_01::c1,"ical RAG pipeline consists of three stages: indexing documents into a searchable format,          retrieving relevant passages given a query, and generating a response using the retrieved context.    "
500,50,MPNet,What is the advantage of RAG over fine-tuning?,3,0.2887498438358307,Evaluation,evaluation_01::c0,"Evaluating RAG systems requires measuring both retrieval quality and generation quality.          Retrieval metrics include Hit@K (whether relevant documents appear in top K results),          Mean Re"
500,50,MPNet,What is chunking and why do we use overlap?,1,0.6567494869232178,Chunking,chunking_01::c0,Chunking is the process of splitting documents into smaller pieces for indexing and retrieval.          The chunk size significantly impacts retrieval quality.          Small chunks (100-200 tokens) p
